번호,회계구분,부서명,세부사업명,통계목,지급일자,사업개요,지출액
30,일반회계,여성가족과,기본경비,부서운영업무추진비,2022-12-29,부서 직원 격려를 위한 간담회비 지급,"             215,000"
31,일반회계,여성가족과,기본경비,부서운영업무추진비,2022-12-29,부서 직원 격려를 위한 간담회비 지급,"              13,200"
32,일반회계,여성가족과,기본경비,사무관리비,2022-12-29,이태원 사건 관련 분향소 운영 근무자 급량비 지급,"               8,000"
33,일반회계,여성가족과,기본경비,정원가산업무추진비,2022-12-29,부서 직원 격려를 위한 간담회비 지급,"              48,000"
34,일반회계,여성가족과,기본경비,정원가산업무추진비,2022-12-29,부서 직원 격려를 위한 간담회비 지급,"              58,000"
35,일반회계,여성가족과,국공립어린이집 환경개선,시책추진업무추진비,2022-12-29,국공립어린이집 환경개선 관련 간담회비 지급,"              30,000"
36,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-29,2022. 12월 아이행복카드사업 보육료 예탁금 지출,"         202,000,000"
37,일반회계,여성가족과,국공립어린이집 운영지원,시책추진업무추진비,2022-12-29,국공립어린이집 운영지원 관련 간담회비 지급,"              75,000"
38,일반회계,여성가족과,영유아보육료 지원,사회복지시설법정운영비보조,2022-12-29,2022. 12월 아이행복카드사업 보육료 예탁금 지출,"         332,000,000"
39,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-12-29,2022년 12월 드림스타트센터 관리비 지출,"           1,022,550"
40,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-12-29,드림스타트 영유아학습지원 사업 관련 간담회비 지급,"              48,150"
41,일반회계,여성가족과,출산장려사업,시책추진업무추진비,2022-12-29,저출산대응 사업논의 관계자 간담회비 지급,"              10,200"
42,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-12-29,2022. 12월 아이행복카드사업 보육료 예탁금 지출,"           5,000,000"
43,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-12-29,2022년 12월 안심이(CCTV관제요원) 초과근무 수당 지출,"             168,610"
44,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-12-29,2022년 안심이(CCTV관제요원) 연가보상비 지출,"             586,330"
45,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-12-29,2022년 12월 시간선택제임기제(아동보호전담요원) 초과근무수당 지출,"             183,200"
46,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,서일대어린이집 그린리모델링 관련 관급자재(폐열회수형환기장치) 조달구매,"           1,437,720"
47,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,서일대어린이집 그린리모델링 관련 제작가구 구매(설치),"          14,730,000"
48,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,신사임당어린이집 그린리모델링 관련 냉난방기 조달 구매,"           1,026,510"
49,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,신사임당어린이집 그린리모델링 관련 냉난방기 조달 구매,"           3,915,000"
50,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,아름뜰어린이집 그린리모델링 관련 냉난방기 조달구매,"           7,892,030"
51,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,아이숲어린이집 그린리모델링 관련 냉난방기 조달구매,"              75,380"
52,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,아이숲어린이집 그린리모델링 관련 냉난방기 조달구매,"           5,176,410"
53,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-29,아이숲어린이집 그린리모델링 관련 냉난방기 조달구매,"             701,150"
54,일반회계,여성가족과,서울시 임산부 교통비 지원사업,시책추진업무추진비,2022-12-29,임산부 교통비 지원사업 관계자 간담회비 지급,"              25,300"
55,일반회계,여성가족과,안전한 생활환경 조성,행사실비지원금,2022-12-29,안심점포 모니터링 실비 지출,"             320,000"
56,일반회계,여성가족과,건강가정지원센터 운영지원,민간위탁금,2022-12-28,2022년 1인가구 전월세 안심계약 도움서비스  지출,"          -2,180,000"
57,일반회계,여성가족과,저소득층 아동 지원,사무관리비,2022-12-28,2022년 제2차 아동급식위원회 회의 참석수당 지출,"             280,000"
58,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-28,2022년 11월 드림스타트 생활체육 프로그램 지원비 지출,"              12,500"
59,일반회계,여성가족과,다문화가족 지원사업,민간위탁금,2022-12-28,2022년 1분기 다문화가족지원센터 운영지원 보조금 지출,"         -25,156,200"
60,일반회계,여성가족과,국공립어린이집 확충,민간위탁사업비,2022-12-28,킨더빌어린이집 국공립 전환에 따른 초기 시설투자비 잔존가치 보상금 지출,"          61,550,000"
61,일반회계,여성가족과,공동육아나눔터 운영지원,민간위탁금,2022-12-28,2022년 1분기 공동육아나눔터 운영사업 보조금 지출,"             -59,390"
62,일반회계,여성가족과,우리동네키움센터 운영 지원,사무관리비,2022-12-28,제2회 중랑구 지역돌봄협의회 위원 참석 수당 지출,"             420,000"
63,일반회계,여성가족과,다문화가족 특성화사업,사회복지사업보조,2022-12-28,2022년 1분기 다문화가족 특성화사업 보조금 지출,"         -45,520,000"
64,일반회계,여성가족과,공공형 실내놀이터 조성,시설비,2022-12-28,중랑실내놀이터 레자블록 물품 계약 요청,"           3,690,000"
65,일반회계,여성가족과,국공립어린이집 긴급 보수 지원,시설비,2022-12-28,금파어린이집 긴급 보수 공사,"          13,138,740"
66,일반회계,여성가족과,국공립어린이집 긴급 보수 지원,시설비,2022-12-28,한내들어린이집 하수관로 확장 공사,"           3,931,990"
67,일반회계,여성가족과,안전한 생활환경 조성,사무관리비,2022-12-28,물품매입요구서(안심 비상벨 구입),"          10,152,000"
68,일반회계,여성가족과,어린이집 행사지원 및 운영 지도관리,시책추진업무추진비,2022-12-27,가정어린이집 보육교직원 연수 간담회비 지급,"              13,000"
69,일반회계,여성가족과,양성평등정책 기반조성,시책추진업무추진비,2022-12-27,양성평등정책 업무추진 관계자 간담회비 지급,"              18,500"
70,일반회계,여성가족과,저소득층 아동 지원,시책추진업무추진비,2022-12-27,2022년 아동급식위원회 간담회비 지급,"             180,000"
71,일반회계,여성가족과,국공립어린이집 환경개선,시책추진업무추진비,2022-12-27,국공립어린이집 환경개선 관련 간담회비 지급,"              36,800"
72,일반회계,여성가족과,영유아보육료 지원,사회복지시설법정운영비보조,2022-12-27,2022. 11월 아이행복카드사업 보육료 예탁금 반납,"            -273,000"
73,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-27,2022 드림스타트 제3·4차 슈퍼비전 강사료 지출,"             480,000"
74,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-27,2022년 12월 드림스타트 생활체육 프로그램 지원비 지출,"              12,500"
75,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-27,2022년 6월 드림스타트 생활체육 프로그램 지원비 지출,"             -13,200"
76,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-27,2022년 7월 드림스타트 생활체육 수강료 지출,"             -26,700"
77,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-27,2022년 8월 드림스타트 생활체육 수강료 지출,"             -39,200"
78,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-27,2022년 9월 드림스타트 생활체육 수강료 지출,"             -39,200"
79,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-12-27,드림스타트 센터 직원 격려를 위한 다과류 등 구입비 지급,"              52,050"
80,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-12-27,드림스타트 행복한 내 아이 사업 관련 간담회비 지급,"             193,800"
81,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-27,2022년 11월 서울형어린이집 보조금 반납,"            -751,000"
82,일반회계,여성가족과,여성안전,시책추진업무추진비,2022-12-27,여성안전 간담회 시책추진업무추진비 지급,"              51,200"
83,일반회계,여성가족과,어린이집 공기청정기 지원,사회복지시설법정운영비보조,2022-12-27,2022년 11월분 어린이집 보조금(공기청정기관리운영비) 반납,"            -149,400"
84,일반회계,여성가족과,우리동네키움센터 운영 지원,시책추진업무추진비,2022-12-27,중랑구 지역돌봄협의회 정례회 다과비 지급,"              92,500"
85,일반회계,여성가족과,인력운영비(지역 드림스타트 통합사례관리사),공무직(무기계약)근로자보수,2022-12-27,드림스타트 아동통합사례관리사 12월 고용·산재보험료 지출,"             402,270"
86,일반회계,여성가족과,보호대상아동 사업 지원,시책추진업무추진비,2022-12-27,아동보호 업무추진 관계자 간담회비 지급,"             127,070"
87,일반회계,여성가족과,지역아동센터 운영 지원,시책추진업무추진비,2022-12-27,지역아동센터 아동복지교사 면접시험 관련 다과비 지급,"              34,200"
88,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-12-27,2022년 12월 시간선택제임기제(아동보호전담요원) 건강 고용보험료 지출,"             416,260"
89,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-27,서일대어린이집 그린리모델링 추가 공사,"          51,770,000"
90,일반회계,여성가족과,어린이집 행사지원 및 운영 지도관리,사무관리비,2022-12-26,표창용지 제작 구매비 지출,"             132,000"
91,일반회계,여성가족과,기본경비,사무관리비,2022-12-26,부서환경개선을 위한 물품 구매비 지출,"             190,000"
92,일반회계,여성가족과,기본경비,국내여비,2022-12-26,제20대 대통령선거 지원근무자 여비 지급,"            -180,000"
93,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-12-26,드림스타트 운영을 위한 물품 구매비 지출,"             330,320"
94,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-12-26,드림스타트 운영을 위한 물품구매비(문구용품),"             243,900"
95,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-12-26,드림스타트사업 홍보 리플렛 제작·구매비 지출,"             651,700"
96,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-12-26,드림스타트사업 홍보물품 제작·구매비 지출,"           1,790,800"
97,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-12-26,2022년 12월 드림스타트센터 무인경비시스템 이용대금 지출,"             220,000"
98,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,공공운영비,2022-12-26,2022년 12월 드림스타트센터 통신비 지출,"             140,850"
99,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-26,2022년 12월 드림스타트 밑반찬지원 운영비 지출(사랑을담다애찬),"             360,000"
100,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-26,2022년 12월 드림스타트 해충방역 서비스 비용 지출,"             140,000"
101,일반회계,여성가족과,국공립어린이집 확충,사무관리비,2022-12-26,국공립어린이집 운영 및 지원을 위한 사무용품비 지출,"           1,355,500"
102,일반회계,여성가족과,인력운영비(지역 드림스타트 통합사례관리사),공무직(무기계약)근로자보수,2022-12-26,드림스타트 아동통합사례관리사 12월 건강·연금보험료 지출,"           2,716,060"
103,일반회계,여성가족과,보호대상아동 사업 지원,공공운영비,2022-12-26,아동학대 현장대응 전용차량 소모품 구매비 지출,"              34,000"
104,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-26,서일대어린이집 그린리모델링 관련 전기 공사,"          14,290,000"
105,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-26,아미어린이집 그린리모델링 관련 냉난방기 조달구매,"           9,066,470"
106,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-26,하늘빛어린이집 그린리모델링 관련 관급자재(창호유리) 구매,"           6,382,000"
107,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 보육교사 중식비 지출(서울형),"           4,350,000"
108,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","         235,575,000"
109,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"           2,081,960"
110,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(기타보육교직원중식비) 지출,"          23,025,000"
111,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(보수교육중식비) 지출,"             540,000"
112,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(보육교사중식비) 지출,"          25,875,000"
113,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(서울시현장학습비) 지출,"           1,101,060"
114,일반회계,여성가족과,어린이집 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(영유아반운영비) 지출,"         109,700,000"
115,일반회계,여성가족과,방과후교실 운영지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","             700,000"
116,일반회계,여성가족과,방과후교실 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"           1,800,000"
117,일반회계,여성가족과,방과후교실 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금( 방과후보육시설운영비) 지출,"           3,900,000"
118,일반회계,여성가족과,장애아통합시설 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"          27,520,370"
119,일반회계,여성가족과,장애아통합시설 운영지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(교재교구비) 지출,"           2,205,000"
120,일반회계,여성가족과,구청직장어린이집 운영지원,민간위탁금,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"          29,684,590"
121,일반회계,여성가족과,구청직장어린이집 운영지원,민간위탁금,2022-12-23,2022년 12월 중랑구청직장어린이집 방과후보육료 지출,"             180,000"
122,일반회계,여성가족과,구청직장어린이집 운영지원,민간위탁금,2022-12-23,2022년 12월분 어린이집 보조금(구청직장어린이집운영비) 지출,"           3,000,000"
123,일반회계,여성가족과,보육교사 복리후생 지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","          23,250,000"
124,일반회계,여성가족과,보육교사 복리후생 지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","          83,250,000"
125,일반회계,여성가족과,보육교사 복리후생 지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           2,350,000"
126,일반회계,여성가족과,영유아 급간식비 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(영아급간식비추가지원) 지출,"          57,046,800"
127,일반회계,여성가족과,영유아 급간식비 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(영유아급간식비) 지출,"          47,422,460"
128,일반회계,여성가족과,보육교직원 인건비 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"       1,387,769,260"
129,일반회계,여성가족과,어린이집 교원 보수교육,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"           2,340,000"
130,일반회계,여성가족과,가정양육수당 지원,사회보장적수혜금,2022-12-23,2022년 12월 장애아동 양육수당 지출,"           1,100,000"
131,일반회계,여성가족과,국·시·도비 보조금 반환,시ㆍ도비보조금반환금,2022-12-23,2021년 아동급식사업 시비 보조금 발생이자 반납,"              44,000"
132,일반회계,여성가족과,국·시·도비 보조금 반환,시ㆍ도비보조금반환금,2022-12-23,2021년 아동급식사업 시비 보조금 집행잔액 반납,"          63,400,520"
133,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 11월 서울형어린이집(2시간 추가 채용) 인건비 지출,"          12,726,500"
134,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 서울형어린이집 보조금 지출,"         234,929,820"
135,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(교사 대 아동비율 시범사업) 지출,"           5,871,400"
136,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"          12,662,940"
137,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(365열린어린이집운영비) 지출,"             500,000"
138,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(다문화통합어린이집 운영비) 지출,"             900,000"
139,일반회계,여성가족과,어린이집 특화보육 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(야간연장보육운영비) 지출,"           5,800,000"
140,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           1,800,000"
141,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"          29,347,880"
142,일반회계,여성가족과,시간제보육서비스 제공지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(시간제보육운영비) 지출,"           3,200,000"
143,일반회계,여성가족과,누리과정 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 만3~5세 누리과정 운영비 지출,"         166,717,760"
144,일반회계,여성가족과,누리과정 지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","         103,580,000"
145,일반회계,여성가족과,보조교사 등 인건비 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"         585,930,700"
146,일반회계,여성가족과,어린이집 공기청정기 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월분 어린이집 보조금(공기청정기관리운영비) 지출,"          24,798,930"
147,일반회계,여성가족과,아동수당,사회보장적수혜금,2022-12-23,2022년 12월 아동수당 수기 지출,"             300,000"
148,일반회계,여성가족과,아동수당,사회보장적수혜금,2022-12-23,2022년 12월 아동수당 지출,"       1,547,500,000"
149,일반회계,여성가족과,조리사 인건비 지원,사회복지시설법정운영비보조,2022-12-23,"2022년 12월 어린이집 근속수당, 복리후생비, 처우개선비 등 지급","           7,400,000"
150,일반회계,여성가족과,조리사 인건비 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"          16,500,000"
151,일반회계,여성가족과,어린이집 직접 채용 대체교사 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"          53,066,200"
152,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-23,꿈터어린이집 그린리모델링 관련 냉난방기 조달구매,"          23,654,680"
153,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-23,예슬어린이집 그린리모델링 관련 냉난방기 조달 구매,"           9,050,470"
154,일반회계,여성가족과,공공형 실내놀이터 조성,시설비,2022-12-23,중랑실내놀이터 소방시설 보완 공사 계약 요청,"           5,010,000"
155,일반회계,여성가족과,국공립어린이집 조리사 인건비 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 어린이집 보조금(인건비) 지출,"           5,550,010"
156,일반회계,여성가족과,영아수당,사회보장적수혜금,2022-12-23,2022년 12월 영아수당 지출,"         527,700,000"
157,일반회계,여성가족과,교사 대 아동비율 축소 시범사업 운영 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 교사 대 아동비율 개선 시범사업 운영비 지급,"          11,404,000"
158,일반회계,여성가족과,서울형 공유어린이집 운영 지원,사회복지시설법정운영비보조,2022-12-23,2022년 12월 공유어린이집 원장 및 교사 수당 지급,"           4,050,000"
159,일반회계,여성가족과,서울형 공유어린이집 운영 지원,사회복지시설법정운영비보조,2022-12-23,2022년 공유어린이집 12월분 운영협의회비 지출,"             300,000"
160,일반회계,여성가족과,성평등활동센터 운영,민간위탁금,2022-12-23,중랑구 성평등활동센터 사업비 교부(4분기),"         -30,119,100"
161,일반회계,여성가족과,성평등활동센터 운영,민간위탁사업비,2022-12-23,중랑구 성평등활동센터 기자재비 교부(4분기),"            -647,100"
162,일반회계,여성가족과,기본경비,부서운영업무추진비,2022-12-22,부서 직원 격려를 위한 간담회비 지급,"             482,230"
163,일반회계,여성가족과,기본경비,국내여비,2022-12-22,제20대 대통령선거 지원근무자 여비 지급,"            -180,000"
164,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-12-22,드림스타트 Go Go 레고교실 지원사업 관련 간담회비 지출,"             113,000"
165,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-12-22,드림스타트 꿈그림 미술교육 지원사업 관련 간담회비 지출,"             124,000"
166,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,시책추진업무추진비,2022-12-22,드림스타트 운영위원회 관련 다과비 지급,"              32,500"
167,일반회계,여성가족과,가정양육수당 지원,사회보장적수혜금,2022-12-22,2022년 12월 가정양육수당 지출,"         203,600,000"
168,일반회계,여성가족과,인력운영비(안심이 전담 관제인력),기타직보수,2022-12-22,2022년 12월 안심이(CCTV관제요원) 기여금 지출,"             468,480"
169,일반회계,여성가족과,인력운영비(아동보호전담요원),기타직보수,2022-12-22,2022년 12월 시간선택제임기제(아동보호전담요원) 기여금 지출,"             468,480"
170,일반회계,여성가족과,국공립어린이집 그린리모델링 사업,시설비,2022-12-22,하늘빛어린이집 그린리모델링 관련 냉난방기 조달 구매,"          28,259,490"
171,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-12-21,2022년 11월 지역아동센터 급식지원(토공휴일 중식)(씨앗),"             256,000"
172,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-12-21,2022년 11월 지역아동센터 추가 급식지원(씨앗),"             480,000"
173,일반회계,여성가족과,저소득층 아동 지원,사회보장적수혜금,2022-12-21,2023년 1월 아동급식비(꿈나무카드 모계좌 입금) 지출,"         204,015,330"
174,일반회계,여성가족과,기본경비,사무관리비,2022-12-21,드림스타트 아동통합사례관리사(공무직) 피복비 지급,"             500,000"
175,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,사무관리비,2022-12-21,드림스타트센터 운영을 위한 물품 구입비 지출,"              22,500"
176,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-21,2022년 12월 드림스타트 「Go Go 레고교실」 수강료 지출,"             616,000"
177,일반회계,여성가족과,지역 드림스타트 통합사례관리 지원,행사운영비,2022-12-21,2022년 12월 드림스타트 밑반찬지원 운영비 지출(매운찬실비찬),"             180,000"
